tellimuse_nr,kuupaev,kliendi_id,kliendi_nimi,kliendi_linn,kliendityyp,toote_nimi,kategooria,tootemark,kampaania_nimi,kampaania_tyyp,liiklusallikas,makseviis,kogus,uhikuhind,muugisumma
1335,2025-09-23,5,Eva Lepik,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,1.4,7.0
1335,2025-09-23,5,Eva Lepik,Narva,Regular,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,4.5,9.0
1337,2025-09-23,19,Tiina Hein,Narva,Regular,Banaan,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,1.5,4.5
1337,2025-09-23,19,Tiina Hein,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,5.9,35.4
1347,2025-09-23,12,Lauri Ots,Narva,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,3,2.0,6.0
1376,2025-09-23,1,Alice Smith,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,3,0.8,2.4
1423,2025-09-23,5,Eva Lepik,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,1.2,2.4
1423,2025-09-23,5,Eva Lepik,Narva,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Pangalink,5,0.8,4.0
1435,2025-09-23,17,Riina Laas,Viljandi,VIP,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Pangalink,2,2.5,5.0
1450,2025-09-23,4,Daniel Kask,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,0.8,4.0
1450,2025-09-23,4,Daniel Kask,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,3.5,24.5
1012,2025-09-24,18,Siim Paju,Tartu,Regular,Kringel mooni,Maiustus,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,2.8,16.8
1012,2025-09-24,18,Siim Paju,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,1.5,6.0
1043,2025-09-24,11,Katrin Ilves,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Pangalink,2,1.3,2.6
1043,2025-09-24,11,Katrin Ilves,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,1.4,9.8
1043,2025-09-24,11,Katrin Ilves,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Pangalink,1,4.5,4.5
1077,2025-09-24,18,Siim Paju,Tartu,Regular,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,1.2,4.8
1077,2025-09-24,18,Siim Paju,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.4,2.8
1078,2025-09-24,7,Greta Mets,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,4.5,18.0
1078,2025-09-24,7,Greta Mets,Tallinn,VIP,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,0.9,7.2
1108,2025-09-24,3,Carla Tamm,Parnu,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,5,2.0,10.0
1108,2025-09-24,3,Carla Tamm,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,1,2.2,2.2
1108,2025-09-24,3,Carla Tamm,Parnu,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,1,4.5,4.5
1129,2025-09-24,14,Nikolai Rand,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,2.2,13.2
1131,2025-09-24,17,Riina Laas,Viljandi,VIP,Banaan,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.5,3.0
1131,2025-09-24,17,Riina Laas,Viljandi,VIP,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,5.9,47.2
1131,2025-09-24,17,Riina Laas,Viljandi,VIP,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,1.5,12.0
1131,2025-09-24,17,Riina Laas,Viljandi,VIP,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,0.8,1.6
1152,2025-09-24,5,Eva Lepik,Narva,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,4.5,13.5
1244,2025-09-24,1,Alice Smith,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,0.9,1.8
1285,2025-09-24,16,Peeter Kuusk,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,1.1,1.1
1285,2025-09-24,16,Peeter Kuusk,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,1.2,8.4
1290,2025-09-24,15,Olga Valk,Tartu,Regular,Pirn,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.8,12.6
1316,2025-09-24,15,Olga Valk,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,4,1.5,6.0
1316,2025-09-24,15,Olga Valk,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,8,0.9,7.2
1316,2025-09-24,15,Olga Valk,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,5,0.8,4.0
1343,2025-09-24,20,Urmas Tamme,Tallinn,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,5.9,23.6
1343,2025-09-24,20,Urmas Tamme,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,0.9,2.7
1428,2025-09-24,4,Daniel Kask,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,1.2,9.6
1428,2025-09-24,4,Daniel Kask,Tallinn,VIP,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,1.4,1.4
1005,2025-09-25,11,Katrin Ilves,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,1.0,5.0
1019,2025-09-25,18,Siim Paju,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,3.5,17.5
1019,2025-09-25,18,Siim Paju,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,4.5,31.5
1042,2025-09-25,18,Siim Paju,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,7,1.3,9.1
1042,2025-09-25,18,Siim Paju,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,1,4.5,4.5
1042,2025-09-25,18,Siim Paju,Tartu,Regular,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,3,2.8,8.4
1057,2025-09-25,8,Henri Puu,Parnu,Regular,Kohupiim,Piimatoode,Farmi,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,8,1.3,10.4
1057,2025-09-25,8,Henri Puu,Parnu,Regular,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,2,1.4,2.8
1065,2025-09-25,13,Mari Sepp,Tallinn,VIP,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,1,1.4,1.4
1065,2025-09-25,13,Mari Sepp,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,1,1.8,1.8
1065,2025-09-25,13,Mari Sepp,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,5.9,35.4
1091,2025-09-25,9,Irina Kivi,Viljandi,Regular,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,5.9,29.5
1091,2025-09-25,9,Irina Kivi,Viljandi,Regular,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.3,6.9
1091,2025-09-25,9,Irina Kivi,Viljandi,Regular,Apelsinimahl 1L,Jook,Aura,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,2.2,15.4
1153,2025-09-25,3,Carla Tamm,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,8,2.2,17.6
1153,2025-09-25,3,Carla Tamm,Parnu,Regular,Kringel mooni,Maiustus,Leibur,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,6,2.8,16.8
1309,2025-09-25,15,Olga Valk,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Pangalink,2,3.5,7.0
1309,2025-09-25,15,Olga Valk,Tartu,Regular,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Pangalink,5,2.3,11.5
1309,2025-09-25,15,Olga Valk,Tartu,Regular,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Pangalink,6,2.0,12.0
1336,2025-09-25,1,Alice Smith,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,5,1.8,9.0
1342,2025-09-25,10,Jaan Rebane,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,1.0,5.0
1342,2025-09-25,10,Jaan Rebane,Tallinn,VIP,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,0.9,4.5
1386,2025-09-25,15,Olga Valk,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,4,0.9,3.6
1452,2025-09-25,6,Franz Saar,Tartu,Regular,Banaan,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,5,1.5,7.5
1469,2025-09-25,19,Tiina Hein,Narva,Regular,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,2,2.3,4.6
1006,2025-09-26,2,Bob Jones,Tartu,VIP,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,6,1.5,9.0
1006,2025-09-26,2,Bob Jones,Tartu,VIP,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,1.8,7.2
1006,2025-09-26,2,Bob Jones,Tartu,VIP,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,3.5,7.0
1006,2025-09-26,2,Bob Jones,Tartu,VIP,Croissant,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,1.2,1.2
1069,2025-09-26,19,Tiina Hein,Narva,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,1.0,6.0
1069,2025-09-26,19,Tiina Hein,Narva,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.8,1.8
1127,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.1,2.2
1127,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,3.5,3.5
1127,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,1.4,4.2
1127,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,4.5,4.5
1150,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,1.8,12.6
1150,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,0.8,5.6
1150,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Pangalink,2,2.0,4.0
1150,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,1.3,9.1
1158,2025-09-26,11,Katrin Ilves,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,1.3,10.4
1197,2025-09-26,16,Peeter Kuusk,Tallinn,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.2,6.6
1197,2025-09-26,16,Peeter Kuusk,Tallinn,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,3.5,7.0
1235,2025-09-26,10,Jaan Rebane,Tallinn,VIP,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Pangalink,7,3.2,22.4
1243,2025-09-26,2,Bob Jones,Tartu,VIP,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,2.8,22.4
1243,2025-09-26,2,Bob Jones,Tartu,VIP,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.5,7.5
1250,2025-09-26,14,Nikolai Rand,Parnu,Regular,Õun,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Pangalink,2,1.2,2.4
1250,2025-09-26,14,Nikolai Rand,Parnu,Regular,Kohupiim,Piimatoode,Farmi,Avanadala pakkumine,retargeting,google_ads,Pangalink,2,1.3,2.6
1250,2025-09-26,14,Nikolai Rand,Parnu,Regular,Jogurt maasika,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Pangalink,1,0.9,0.9
1258,2025-09-26,19,Tiina Hein,Narva,Regular,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,2.5,12.5
1292,2025-09-26,13,Mari Sepp,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,2.8,19.6
1292,2025-09-26,13,Mari Sepp,Tallinn,VIP,Coca-Cola 0.5L,Jook,CocaCola,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.5,1.5
1293,2025-09-26,12,Lauri Ots,Narva,Regular,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,2.0,2.0
1293,2025-09-26,12,Lauri Ots,Narva,Regular,Kohupiim,Piimatoode,Farmi,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,1.3,9.1
1293,2025-09-26,12,Lauri Ots,Narva,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.0,6.0
1293,2025-09-26,12,Lauri Ots,Narva,Regular,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,4.5,31.5
1298,2025-09-26,4,Daniel Kask,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,4.5,13.5
1298,2025-09-26,4,Daniel Kask,Tallinn,VIP,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,1.3,3.9
1312,2025-09-26,2,Bob Jones,Tartu,VIP,Kommid assortii,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,3.5,10.5
1352,2025-09-26,10,Jaan Rebane,Tallinn,VIP,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,2.5,10.0
1352,2025-09-26,10,Jaan Rebane,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.1,6.6
1352,2025-09-26,10,Jaan Rebane,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,1.8,12.6
1381,2025-09-26,13,Mari Sepp,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.8,12.6
1381,2025-09-26,13,Mari Sepp,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,3.5,10.5
1389,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,0.8,2.4
1389,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Piim 2.5%,Piimatoode,Alma,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,1.1,2.2
1406,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Õun,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Pangalink,5,1.2,6.0
1406,2025-09-26,20,Urmas Tamme,Tallinn,Regular,Kohv filtri 500g,Jook,Paulig,Partneri sooduskood,partnerkampaania,otsing,Pangalink,5,5.9,29.5
1451,2025-09-26,1,Alice Smith,Tallinn,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,1.5,6.0
1451,2025-09-26,1,Alice Smith,Tallinn,Regular,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,3.2,16.0
1479,2025-09-26,11,Katrin Ilves,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.3,9.1
1010,2025-09-27,2,Bob Jones,Tartu,VIP,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,2.8,16.8
1071,2025-09-27,19,Tiina Hein,Narva,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,1.8,9.0
1099,2025-09-27,16,Peeter Kuusk,Tallinn,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,1.5,4.5
1099,2025-09-27,16,Peeter Kuusk,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,0.9,1.8
1114,2025-09-27,13,Mari Sepp,Tallinn,VIP,Banaan,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,1.5,6.0
1114,2025-09-27,13,Mari Sepp,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,5.9,35.4
1114,2025-09-27,13,Mari Sepp,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,1.2,4.8
1177,2025-09-27,16,Peeter Kuusk,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.8,8.4
1177,2025-09-27,16,Peeter Kuusk,Tallinn,Regular,Kohupiim,Piimatoode,Farmi,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,1.3,6.5
1204,2025-09-27,19,Tiina Hein,Narva,Regular,Banaan,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,5,1.5,7.5
1236,2025-09-27,14,Nikolai Rand,Parnu,Regular,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.0,6.0
1236,2025-09-27,14,Nikolai Rand,Parnu,Regular,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,4.5,36.0
1266,2025-09-27,2,Bob Jones,Tartu,VIP,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.3,1.3
1266,2025-09-27,2,Bob Jones,Tartu,VIP,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.8,7.2
1266,2025-09-27,2,Bob Jones,Tartu,VIP,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,8,1.1,8.8
1287,2025-09-27,20,Urmas Tamme,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,0.9,5.4
1287,2025-09-27,20,Urmas Tamme,Tallinn,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,5.9,17.7
1409,2025-09-27,18,Siim Paju,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,3,1.4,4.2
1409,2025-09-27,18,Siim Paju,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,3.5,21.0
1449,2025-09-27,18,Siim Paju,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,0.9,5.4
1449,2025-09-27,18,Siim Paju,Tartu,Regular,Martsipan 100g,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,3,3.2,9.6
1449,2025-09-27,18,Siim Paju,Tartu,Regular,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,3,2.8,8.4
1449,2025-09-27,18,Siim Paju,Tartu,Regular,Croissant,Pagaritoode,LaLorraine,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,1.2,7.2
1466,2025-09-27,4,Daniel Kask,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,0.8,0.8
1466,2025-09-27,4,Daniel Kask,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.8,14.4
1466,2025-09-27,4,Daniel Kask,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,1.1,6.6
1482,2025-09-27,9,Irina Kivi,Viljandi,Regular,Pirn,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Pangalink,2,1.8,3.6
1489,2025-09-27,9,Irina Kivi,Viljandi,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.5,9.0
1499,2025-09-27,5,Eva Lepik,Narva,Regular,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,3.2,6.4
1499,2025-09-27,5,Eva Lepik,Narva,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,1.5,3.0
1044,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,1,1.0,1.0
1044,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,1.2,4.8
1044,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Kohupiim,Piimatoode,Farmi,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.3,9.1
1044,2025-09-28,16,Peeter Kuusk,Tallinn,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,3.5,21.0
1061,2025-09-28,19,Tiina Hein,Narva,Regular,Croissant,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,1.2,9.6
1061,2025-09-28,19,Tiina Hein,Narva,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,1.5,6.0
1061,2025-09-28,19,Tiina Hein,Narva,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,0.8,4.0
1061,2025-09-28,19,Tiina Hein,Narva,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.3,9.1
1064,2025-09-28,15,Olga Valk,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,0.9,5.4
1064,2025-09-28,15,Olga Valk,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,2.2,13.2
1070,2025-09-28,14,Nikolai Rand,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,2.2,11.0
1070,2025-09-28,14,Nikolai Rand,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,1.1,8.8
1070,2025-09-28,14,Nikolai Rand,Parnu,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,0.8,6.4
1070,2025-09-28,14,Nikolai Rand,Parnu,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,4.5,31.5
1073,2025-09-28,11,Katrin Ilves,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,5,1.4,7.0
